SP_ID,oa_code,supgrp_cd,grp_cd
"1",E00023264,C,C3
"2",E00003359,F,F1
"3",E00023266,B,B1
"4",E00020264,B,B3
"5",E00023263,G,G1
"6",E00007412,G,G2
"7",E00007413,G,G2
"8",E00175260,B,B2
"9",E00175261,B,B1
"10",E00022334,F,F2
"11",E00022332,G,G1
"12",E00022336,G,G1
"13",E00022337,C,C1
"14",E00019889,E,E1
"15",E00019888,E,E2
"16",E00003861,A,A2
"17",E00019808,E,E2
"18",E00022333,G,G1
"19",E00022330,C,C1
"20",E00020267,D,D2
"21",E00023262,E,E1
"22",E00020266,E,E2
"23",E00023265,B,B1
"24",E00023267,G,G1
"25",E00002700,G,G1
"26",E00012704,C,C1
"27",E00002703,D,D1
"28",E00012705,C,C1
"29",E00002336,C,C2
"30",E00002337,G,G1
"31",E00012338,H,H1
"32",E00012339,F,F2
"33",E00012330,F,F2
"34",E00012331,F,F2
"35",E00012332,H,H1
"36",E00012333,E,E1
"37",E00002334,C,C2
"38",E00002335,C,C2
"39",E00014455,E,E2
"40",E00014452,F,F1
"41",E00014457,E,E2
"42",E00014454,E,E2
"43",E00021461,B,B2
"44",E00014456,E,E2
"45",E00021463,B,B2
"46",E00014453,B,B3
"47",E00014450,E,E1
"48",E00000371,A,A1
"49",E00024125,D,D2
"50",E00005372,A,A2
"51",E00000370,A,A1
"52",E00000372,A,A1
"53",E00000375,A,A1
"54",E00024126,D,D1
"55",E00000377,A,A1
"56",E00000376,A,A2
"57",E00167227,B,B2
"58",E00023936,D,D2
"59",E00023932,D,D1
"60",E00004395,E,E2
"61",E00004314,E,E1
"62",E00015594,B,B3
"63",E00015593,B,B3
"64",E00015517,F,F1
"65",E00015515,E,E1
"66",E00015516,E,E1
"67",E00015596,E,E1
"68",E00019521,H,H2
"69",E00015597,B,B1
"70",E00002783,C,C4
"71",E00012706,A,A1
"72",E00002702,G,G1
"73",E00012707,C,C1
"74",E00021279,B,B2
"75",E00002784,C,C2
"76",E00013768,E,E1
"77",E00002705,E,E1
"78",E00013769,E,E2
"79",E00008750,F,F1
"80",E00002704,E,E1
"81",E00002785,G,G1
"82",E00008753,E,E2
"83",E00002505,C,C4
"84",E00002502,C,C1
"85",E00002585,C,C1
"86",E00002584,E,E1
"87",E00002507,C,C4
"88",E00002504,C,C2
"89",E00008552,E,E2
"90",E00002586,G,G2
"91",E00002583,G,G1
"92",E00002582,E,E1
"93",E00011453,H,H2
"94",E00011450,H,H2
"95",E00011452,H,H1
"96",E00010469,B,B1
"97",E00011454,A,A2
"98",E00011455,A,A2
"99",E00011456,A,A2
"100",E00011457,H,H2
"101",E00011451,H,H2
"102",E00017487,F,F1
"103",E00008781,B,B1
"104",E00008951,E,E1
"105",E00002984,C,C2
"106",E00002370,G,G1
"107",E00002372,G,G1
"108",E00002373,G,G2
"109",E00002378,C,C2
"110",E00011704,H,H2
"111",E00011785,A,A1
"112",E00011706,H,H2
"113",E00011787,F,F2
"114",E00011702,H,H2
"115",E00011783,H,H2
"116",E00008728,E,E2
"117",E00006574,C,C1
"118",E00019529,D,D2
"119",E00015514,E,E1
"120",E00013095,C,C2
"121",E00014560,F,F1
"122",E00005520,G,G2
"123",E00004578,E,E2
"124",E00004579,E,E2
"125",E00020751,H,H2
"126",E00020758,A,A1
"127",E00020753,A,A1
"128",E00020750,H,H2
"129",E00020755,A,A2
"130",E00020752,G,G1
"131",E00020757,A,A1
"132",E00004111,H,H2
"133",E00020759,A,A1
"134",E00004085,H,H2
"135",E00022262,G,G2
"136",E00003815,A,A1
"137",E00022265,C,C2
"138",E00007083,G,G2
"139",E00022264,C,C2
"140",E00004004,A,A1
"141",E00022267,C,C3
"142",E00003812,A,A2
"143",E00023254,F,F1
"144",E00007080,G,G2
"145",E00023257,C,C3
"146",E00003119,H,H1
"147",E00003198,A,A2
"148",E00007129,B,B1
"149",E00003939,A,A1
"150",E00003190,F,F2
"151",E00003111,H,H1
"152",E00003191,A,A2
"153",E00007128,A,A1
"154",E00021145,E,E2
"155",E00022076,H,H2
"156",E00022077,C,C1
"157",E00021143,B,B2
"158",E00021141,B,B2
"159",E00004875,A,A1
"160",E00001812,H,H2
"161",E00001893,A,A2
"162",E00018050,C,C3
"163",E00017821,C,C3
"164",E00017820,C,C3
"165",E00014822,A,A2
"166",E00014825,H,H2
"167",E00018053,B,B2
"168",E00018052,G,G1
"169",E00012821,E,E1
"170",E00008437,B,B1
"171",E00008432,A,A1
"172",E00001430,H,H1
"173",E00001431,H,H1
"174",E00001432,H,H1
"175",E00001433,H,H1
"176",E00018051,G,G2
"177",E00014820,H,H2
"178",E00008478,A,A1
"179",E00018344,C,C1
"180",E00018345,C,C3
"181",E00018346,C,C3
"182",E00018347,C,C1
"183",E00021342,B,B2
"184",E00017155,B,B1
"185",E00016162,F,F1
"186",E00020622,H,H1
"187",E00016163,E,E2
"188",E00020623,F,F2
"189",E00020624,F,F2
"190",E00020625,H,H2
"191",E00020620,A,A1
"192",E00020621,H,H1
"193",E00003532,H,H2
"194",E00005370,A,A1
"195",E00005025,C,C2
"196",E00003538,H,H2
"197",E00001835,A,A2
"198",E00005373,A,A2
"199",E00005375,A,A1
"200",E00005024,G,G2
"201",E00000373,A,A1
"202",E00006836,F,F1
"203",E00005374,A,A1
"204",E00001836,A,A2
"205",E00005377,A,A2
"206",E00001837,A,A2
"207",E00005376,A,A2
"208",E00002079,B,B1
"209",E00000374,A,A1
"210",E00005027,G,G2
"211",E00012949,G,G2
"212",E00004664,B,B2
"213",E00015936,G,G1
"214",E00167129,D,D1
"215",E00012948,C,C1
"216",E00004666,B,B3
"217",E00014941,F,F1
"218",E00004667,D,D1
"219",E00018171,G,G1
"220",E00018600,C,C3
"221",E00014940,E,E2
"222",E00018681,C,C3
"223",E00013116,C,C2
"224",E00018689,C,C3
"225",E00017948,G,G1
"226",E00018608,H,H2
"227",E00007355,C,C1
"228",E00007352,B,B1
"229",E00007357,C,C1
"230",E00007354,A,A1
"231",E00176285,G,G2
"232",E00007356,A,A1
"233",E00021579,B,B2
"234",E00020388,E,E2
"235",E00023597,B,B3
"236",E00020309,E,E2
"237",E00021574,B,B2
"238",E00021572,B,B2
"239",E00019219,H,H2
"240",E00019298,F,F1
"241",E00019218,F,F2
"242",E00019299,F,F2
"243",E00007353,B,B1
"244",E00007350,G,G2
"245",E00023516,D,D2
"246",E00023596,B,B3
"247",E00023856,E,E2
"248",E00010567,E,E1
"249",E00010561,E,E1
"250",E00011556,A,A2
"251",E00009712,F,F1
"252",E00009793,D,D2
"253",E00009714,E,E2
"254",E00009794,B,B1
"255",E00009717,B,B3
"256",E00009795,B,B3
"257",E00009716,E,E2
"258",E00009797,B,B1
"259",E00009792,D,D1
"260",E00009713,D,D2
"261",E00001639,A,A1
"262",E00001638,C,C1
"263",E00001331,A,A1
"264",E00001330,H,H1
"265",E00001333,F,F2
"266",E00001332,G,G1
"267",E00009390,E,E2
"268",E00009392,F,F1
"269",E00009313,E,E2
"270",E00009394,D,D2
"271",E00009315,D,D1
"272",E00017224,F,F1
"273",E00010292,G,G1
"274",E00014272,D,D2
"275",E00014273,D,D2
"276",E00014274,D,D1
"277",E00014275,D,D1
"278",E00014276,D,D1
"279",E00014277,D,D1
"280",E00021290,B,B2
"281",E00021211,B,B2
"282",E00014270,B,B3
"283",E00014271,D,D1
"284",E00006197,G,G1
"285",E00006590,G,G2
"286",E00001931,H,H2
"287",E00006511,F,F2
"288",E00005949,E,E1
"289",E00006591,C,C4
"290",E00001930,H,H2
"291",E00006510,F,F2
"292",E00005948,A,A1
"293",E00004179,B,B3
"294",E00006592,C,C2
"295",E00001933,H,H2
"296",E00006513,F,F2
"297",E00006599,G,G2
"298",E00000128,A,A1
"299",E00006518,G,G2
"300",E00006114,F,F2
"301",E00013144,C,C2
"302",E00015960,B,B1
"303",E00013147,C,C2
"304",E00015963,B,B1
"305",E00013146,G,G2
"306",E00015962,F,F1
"307",E00015967,G,G2
"308",E00015964,B,B1
"309",E00008275,H,H1
"310",E00017093,G,G2
"311",E00017015,H,H2
"312",E00017094,A,A1
"313",E00017014,H,H2
"314",E00017095,G,G2
"315",E00017010,C,C1
"316",E00015887,G,G2
"317",E00015806,F,F2
"318",E00012850,F,F2
"319",E00016048,B,B3
"320",E00012857,F,F2
"321",E00014854,A,A2
"322",E00012856,D,D1
"323",E00014659,D,D2
"324",E00014658,F,F1
"325",E00007082,G,G2
"326",E00023256,C,C1
"327",E00003893,A,A1
"328",E00022261,G,G1
"329",E00003894,A,A1
"330",E00022260,G,G1
"331",E00007003,B,B1
"332",E00022263,B,B1
"333",E00014302,E,E2
"334",E00014380,F,F1
"335",E00176584,D,D1
"336",E00000363,A,A1
"337",E00000633,G,G2
"338",E00008338,A,A1
"339",E00010724,F,F1
"340",E00010725,F,F1
"341",E00008572,B,B3
"342",E00016095,B,B1
"343",E00016017,B,B3
"344",E00018832,H,H1
"345",E00013029,C,C2
"346",E00016096,E,E1
"347",E00016016,E,E1
"348",E00018835,F,F2
"349",E00018833,H,H2
"350",E00016015,E,E1
"351",E00170962,A,A1
"352",E00170963,D,D2
"353",E00007718,C,C1
"354",E00007719,G,G2
"355",E00007790,F,F2
"356",E00007711,G,G2
"357",E00007791,H,H1
"358",E00007710,G,G2
"359",E00170960,B,B3
"360",E00022626,F,F1
"361",E00007747,G,G2
"362",E00007744,G,G2
"363",E00166638,B,B3
"364",E00007746,G,G2
"365",E00166637,E,E2
"366",E00166635,D,D1
"367",E00023544,B,B2
"368",E00010738,H,H1
"369",E00013997,E,E1
"370",E00012105,A,A2
"371",E00176563,G,G2
"372",E00176566,F,F1
"373",E00176568,D,D1
"374",E00011274,H,H1
"375",E00011270,A,A2
"376",E00010513,A,A1
"377",E00003743,H,H2
"378",E00015132,F,F2
"379",E00003740,H,H2
"380",E00166853,E,E1
"381",E00015135,C,C1
"382",E00166852,G,G1
"383",E00015134,H,H2
"384",E00007894,C,C1
"385",E00013131,C,C4
"386",E00015137,H,H1
"387",E00013130,C,C2
"388",E00015133,H,H2
"389",E00166850,E,E1
"390",E00018429,C,C4
"391",E00019413,F,F2
"392",E00006597,G,G2
"393",E00018428,H,H2
"394",E00001595,A,A2
"395",E00006516,F,F1
"396",E00001597,H,H2
"397",E00001596,A,A2
"398",E00008205,A,A1
"399",E00008362,A,A1
"400",E00019492,F,F1
"401",E00000476,B,B1
"402",E00009129,E,E2
"403",E00011682,H,H2
"404",E00013967,B,B3
"405",E00013966,F,F1
"406",E00009121,E,E1
"407",E00013964,D,D2
"408",E00009542,D,D1
"409",E00009543,D,D2
"410",E00009544,E,E2
"411",E00009545,D,D2
"412",E00009546,D,D2
"413",E00009547,D,D1
"414",E00010538,G,G1
"415",E00010539,G,G1
"416",E00009540,D,D1
"417",E00009541,D,D1
"418",E00000654,A,A1
"419",E00000655,G,G1
"420",E00167078,D,D1
"421",E00005656,F,F2
"422",E00014121,F,F1
"423",E00014120,D,D2
"424",E00000657,G,G2
"425",E00014123,F,F1
"426",E00014122,D,D2
"427",E00000656,G,G2
"428",E00000652,B,B1
"429",E00014128,D,D2
"430",E00015609,E,E2
"431",E00006663,C,C2
"432",E00015688,D,D2
"433",E00020588,H,H1
"434",E00020580,A,A2
"435",E00020589,H,H1
"436",E00020583,H,H1
"437",E00020582,A,A1
"438",E00167118,D,D1
"439",E00004654,D,D1
"440",E00001488,C,C4
"441",E00023719,D,D1
"442",E00023798,D,D1
"443",E00023714,D,D1
"444",E00023795,B,B3
"445",E00020661,H,H2
"446",E00007625,F,F2
"447",E00003697,H,H1
"448",E00020663,F,F2
"449",E00018776,G,G1
"450",E00018777,C,C3
"451",E00003616,E,E2
"452",E00003613,E,E1
"453",E00005296,H,H1
"454",E00004390,E,E2
"455",E00000294,A,A1
"456",E00004318,F,F2
"457",E00000215,A,A1
"458",E00004310,D,D2
"459",E00002229,H,H2
"460",E00004311,F,F2
"461",E00004313,D,D2
"462",E00005297,H,H1
"463",E00005216,B,B1
"464",E00004391,F,F1
"465",E00000296,A,A1
"466",E00004312,E,E2
"467",E00000217,A,A1
"468",E00004392,F,F1
"469",E00005295,H,H1
"470",E00004399,B,B2
"471",E00005217,E,E1
"472",E00004319,D,D2
"473",E00020076,B,B1
"474",E00023075,F,F1
"475",E00023077,D,D2
"476",E00023074,F,F1
"477",E00006939,E,E1
"478",E00023076,F,F1
"479",E00003129,H,H1
"480",E00024085,B,B3
"481",E00006938,F,F2
"482",E00024004,D,D1
"483",E00023814,B,B3
"484",E00023895,D,D2
"485",E00024007,D,D2
"486",E00024086,B,B3
"487",E00023817,D,D2
"488",E00023896,D,D2
"489",E00020077,B,B1
"490",E00023072,D,D2
"491",E00023815,D,D1
"492",E00023894,D,D2
"493",E00002798,C,C4
"494",E00174798,D,D1
"495",E00002799,C,C4
"496",E00012479,B,B1
"497",E00002718,E,E1
"498",E00013422,D,D1
"499",E00008729,B,B1
"500",E00174719,G,G2
"501",E00002790,G,G1
"502",E00174718,G,G1
"503",E00002711,E,E1
"504",E00012478,G,G2
"505",E00002710,E,E1
"506",E00002791,C,C4
"507",E00013425,D,D1
"508",E00013423,D,D2
"509",E00002719,B,B3
"510",E00013420,E,E2
"511",E00001598,H,H2
"512",E00006116,F,F2
"513",E00001599,A,A2
"514",E00001272,A,A1
"515",E00013145,G,G1
"516",E00015961,B,B1
"517",E00008278,E,E2
"518",E00000324,A,A1
"519",E00170940,E,E1
"520",E00023128,E,E2
"521",E00022606,G,G2
"522",E00021931,H,H2
"523",E00004420,F,F1
"524",E00000495,A,A1
"525",E00005416,G,G1
"526",E00018090,G,G1
"527",E00018011,G,G1
"528",E00018010,C,C3
"529",E00002075,F,F2
"530",E00018013,G,G1
"531",E00018091,G,G1
"532",E00002077,H,H2
"533",E00018092,G,G1
"534",E00018838,H,H1
"535",E00002072,A,A1
"536",E00013462,B,B1
"537",E00174758,B,B3
"538",E00013465,D,D2
"539",E00013464,B,B1
"540",E00013467,E,E1
"541",E00174755,B,B3
"542",E00013463,B,B1
"543",E00174759,D,D1
"544",E00008212,A,A1
"545",E00006057,C,C2
"546",E00005942,G,G2
"547",E00006054,F,F2
"548",E00018199,G,G2
"549",E00006056,F,F2
"550",E00018118,G,G2
"551",E00006871,F,F1
"552",E00005945,G,G2
"553",E00006873,F,F2
"554",E00013383,F,F1
"555",E00006870,F,F2
"556",E00013302,C,C1
"557",E00015899,E,E1
"558",E00013384,E,E2
"559",E00013305,C,C4
"560",E00001871,A,A2
"561",E00000069,G,G1
"562",E00018198,D,D1
"563",E00006055,F,F2
"564",E00018119,G,G2
"565",E00004711,E,E2
"566",E00013872,E,E2
"567",E00013875,D,D1
"568",E00012060,H,H2
"569",E00009278,E,E1
"570",E00013870,D,D2
"571",E00010437,G,G2
"572",E00010435,G,G2
"573",E00017441,G,G2
"574",E00010436,G,G2
"575",E00017443,E,E2
"576",E00017440,E,E1
"577",E00017445,F,F2
"578",E00017442,E,E1
"579",E00017448,G,G1
"580",E00017449,G,G2
"581",E00013952,E,E2
"582",E00002190,F,F2
"583",E00015179,B,B3
"584",E00006128,E,E1
"585",E00018127,G,G2
"586",E00004196,D,D2
"587",E00017934,G,G1
"588",E00003051,C,C2
"589",E00002389,C,C4
"590",E00003050,C,C2
"591",E00003053,C,C2
"592",E00003052,G,G2
"593",E00010453,G,G2
"594",E00010450,G,G1
"595",E00011402,A,A2
"596",E00011483,A,A2
"597",E00021694,B,B2
"598",E00021615,D,D2
"599",E00170942,D,D2
"600",E00021930,A,A1
"601",E00170943,D,D1
"602",E00020121,E,E2
"603",E00008706,E,E2
"604",E00021932,A,A2
"605",E00008787,E,E2
"606",E00020120,B,B3
"607",E00003758,A,A2
"608",E00021935,A,A2
"609",E00003759,H,H1
"610",E00020123,B,B1
"611",E00022687,B,B3
"612",E00020128,B,B1
"613",E00022686,D,D2
"614",E00023129,D,D2
"615",E00007494,G,G2
"616",E00007493,C,C1
"617",E00007414,G,G2
"618",E00007415,A,A1
"619",E00007496,A,A1
"620",E00007495,C,C1
"621",E00007497,G,G2
"622",E00175262,B,B1
"623",E00007417,E,E1
"624",E00175263,B,B2
"625",E00017302,A,A2
"626",E00017383,G,G2
"627",E00011359,H,H2
"628",E00017384,A,A1
"629",E00014173,B,B3
"630",E00014170,E,E2
"631",E00014175,E,E2
"632",E00014172,D,D1
"633",E00014177,B,B3
"634",E00014174,E,E2
"635",E00014176,B,B3
"636",E00014171,E,E2
"637",E00001459,F,F2
"638",E00001458,E,E1
"639",E00007962,H,H2
"640",E00020951,F,F2
"641",E00007960,A,A2
"642",E00004020,A,A1
"643",E00003839,H,H1
"644",E00000496,A,A2
"645",E00000414,A,A1
"646",E00000497,A,A1
"647",E00000417,A,A1
"648",E00004421,F,F1
"649",E00000416,A,A1
"650",E00004423,D,D2
"651",E00012217,C,C1
"652",E00012296,H,H2
"653",E00012297,F,F2
"654",E00012216,A,A1
"655",E00012214,A,A2
"656",E00012295,H,H2
"657",E00017013,H,H2
"658",E00017092,G,G2
"659",E00017012,H,H2
"660",E00018863,C,C3
"661",E00015881,G,G1
"662",E00015800,A,A1
"663",E00004879,G,G1
"664",E00000828,H,H2
"665",E00003768,H,H1
"666",E00020847,B,B1
"667",E00015115,A,A2
"668",E00005112,H,H2
"669",E00013111,C,C2
"670",E00005193,E,E1
"671",E00004128,D,D2
"672",E00015114,H,H2
"673",E00020844,A,A1
"674",E00000110,A,A1
"675",E00015195,B,B2
"676",E00000191,A,A2
"677",E00013192,C,C1
"678",E00005115,H,H1
"679",E00015196,E,E2
"680",E00005194,D,D2
"681",E00015117,C,C4
"682",E00000113,A,A1
"683",E00013113,G,G2
"684",E00000190,A,A2
"685",E00013190,C,C1
"686",E00000111,A,A1
"687",E00015194,B,B3
"688",E00007582,G,G2
"689",E00007503,B,B1
"690",E00007502,G,G2
"691",E00007583,E,E1
"692",E00007505,A,A1
"693",E00007584,C,C1
"694",E00007504,A,A1
"695",E00023699,D,D2
"696",E00007585,G,G1
"697",E00023618,D,D2
"698",E00023611,B,B3
"699",E00023690,D,D2
"700",E00023610,B,B3
"701",E00023691,D,D1
"702",E00023613,B,B3
"703",E00023692,D,D2
"704",E00007581,A,A1
"705",E00007500,A,A1
"706",E00023698,D,D1
"707",E00023619,B,B3
"708",E00021439,B,B2
"709",E00021433,B,B2
"710",E00021438,B,B2
"711",E00013888,E,E2
"712",E00013809,E,E2
"713",E00003091,G,G1
"714",E00013889,E,E1
"715",E00003013,C,C4
"716",E00013808,B,B1
"717",E00003092,E,E1
"718",E00012039,A,A1
"719",E00003093,G,G1
"720",E00012038,A,A1
"721",E00014031,E,E2
"722",E00013880,B,B3
"723",E00003012,C,C2
"724",E00014039,E,E2
"725",E00003010,G,G1
"726",E00014038,E,E2
"727",E00007819,B,B1
"728",E00176267,B,B1
"729",E00002898,G,G2
"730",E00007898,E,E1
"731",E00002899,G,G2
"732",E00002819,E,E1
"733",E00008829,B,B3
"734",E00002818,E,E1
"735",E00176264,D,D1
"736",E00176268,B,B2
"737",E00015512,E,E2
"738",E00015592,E,E2
"739",E00000781,G,G2
"740",E00008309,A,A1
"741",E00019872,E,E1
"742",E00022366,G,G1
"743",E00020088,B,B1
"744",E00020009,D,D1
"745",E00018843,H,H1
"746",E00017836,C,C3
"747",E00016027,E,E2
"748",E00012837,F,F1
"749",E00018842,H,H1
"750",E00013079,C,C2
"751",E00013078,C,C2
"752",E00012836,F,F2
"753",E00008118,G,G1
"754",E00018840,H,H1
"755",E00016025,E,E2
"756",E00017660,C,C3
"757",E00017661,C,C3
"758",E00017663,G,G1
"759",E00175113,G,G1
"760",E00017662,C,C1
"761",E00175112,B,B1
"762",E00017664,G,G1
"763",E00017665,G,G1
"764",E00019665,F,F2
"765",E00165792,A,A2
"766",E00175111,B,B2
"767",E00176284,A,A1
"768",E00016368,A,A1
"769",E00016360,A,A1
"770",E00016361,A,A1
"771",E00016362,A,A1
"772",E00016363,A,A1
"773",E00016364,A,A1
"774",E00016365,A,A1
"775",E00016369,A,A1
"776",E00174847,E,E2
"777",E00011620,A,A2
"778",E00166796,B,B1
"779",E00174840,E,E2
"780",E00008791,B,B3
"781",E00010496,G,G2
"782",E00008710,E,E2
"783",E00174842,E,E2
"784",E00010417,B,B1
"785",E00174843,D,D1
"786",E00002658,D,D2
"787",E00009425,E,E2
"788",E00174845,E,E2
"789",E00008058,E,E1
"790",E00009828,B,B1
"791",E00009820,E,E2
"792",E00009821,F,F2
"793",E00009822,E,E2
"794",E00009823,E,E1
"795",E00009824,E,E2
"796",E00009825,D,D1
"797",E00009829,B,B1
"798",E00011366,H,H2
"799",E00014381,D,D1
"800",E00014301,B,B1
"801",E00014382,F,F1
"802",E00014300,E,E2
"803",E00021267,E,E1
"804",E00014383,D,D2
"805",E00014303,B,B3
"806",E00014384,F,F1
"807",E00000630,G,G1
"808",E00004487,E,E2
"809",E00004406,F,F1
"810",E00006454,C,C2
"811",E00008456,B,B1
"812",E00005463,H,H1
"813",E00006457,C,C2
"814",E00000463,A,A1
"815",E00000461,A,A1
"816",E00004407,F,F2
"817",E00004486,E,E2
"818",E00021963,G,G1
"819",E00022136,A,A1
"820",E00003461,E,E1
"821",E00015785,B,B3
"822",E00019401,F,F1
"823",E00019480,A,A2
"824",E00015704,B,B1
"825",E00015786,E,E2
"826",E00018459,C,C1
"827",E00000467,A,A1
"828",E00015707,B,B3
"829",E00012759,G,G1
"830",E00019486,F,F1
"831",E00018458,C,C1
"832",E00012758,E,E1
"833",E00018451,C,C1
"834",E00015787,E,E1
"835",E00015706,E,E2
"836",E00166769,A,A2
"837",E00005466,F,F2
"838",E00015784,E,E2
"839",E00017758,G,G1
"840",E00000464,A,A1
"841",E00003157,H,H2
"842",E00003154,H,H1
"843",E00003971,H,H1
"844",E00003156,H,H2
"845",E00007161,A,A1
"846",E00021755,E,E2
"847",E00021752,B,B2
"848",E00021754,B,B2
"849",E00023769,D,D2
"850",E00021757,B,B2
"851",E00023768,D,D2
"852",E00019918,E,E2
"853",E00019999,B,B1
"854",E00021271,B,B2
"855",E00021278,B,B2
"856",E00021277,A,A1
"857",E00021275,B,B2
"858",E00020607,F,F2
"859",E00020686,H,H2
"860",E00009027,F,F2
"861",E00009057,E,E1
"862",E00009053,E,E1
"863",E00014817,A,A1
"864",E00014896,H,H2
"865",E00008269,F,F1
"866",E00016083,E,E1
"867",E00002251,F,F2
"868",E00015059,F,F1
"869",E00004256,B,B2
"870",E00016085,B,B1
"871",E00016002,E,E1
"872",E00008262,F,F1
"873",E00019060,A,A1
"874",E00016004,A,A1
"875",E00008265,A,A1
"876",E00014813,H,H2
"877",E00000205,G,G2
"878",E00014892,F,F2
"879",E00018070,G,G1
"880",E00014840,A,A2
"881",E00017841,C,C3
"882",E00014843,H,H1
"883",E00014842,H,H2
"884",E00018073,G,G2
"885",E00018072,G,G1
"886",E00020551,H,H2
"887",E00017840,C,C3
"888",E00020550,H,H2
"889",E00020553,H,H2
"890",E00020552,H,H2
"891",E00020555,H,H1
"892",E00020554,A,A2
"893",E00020557,H,H2
"894",E00020556,H,H2
"895",E00018071,G,G1
"896",E00014841,H,H2
"897",E00001563,C,C4
"898",E00001560,C,C1
"899",E00001565,F,F2
"900",E00001562,G,G1
"901",E00001564,F,F2
"902",E00021920,A,A2
"903",E00020419,F,F2
"904",E00001567,G,G1
"905",E00171052,D,D2
"906",E00020498,H,H1
"907",E00020151,A,A1
"908",E00003662,H,H2
"909",E00021923,F,F2
"910",E00003665,H,H1
"911",E00020150,E,E2
"912",E00003664,H,H2
"913",E00021922,H,H2
"914",E00003666,F,F2
"915",E00020153,G,G2
"916",E00019685,E,E1
"917",E00021925,A,A2
"918",E00019686,E,E2
"919",E00001561,G,G1
"920",E00021921,H,H2
"921",E00007426,C,C1
"922",E00023158,G,G1
"923",E00171719,G,G2
"924",E00022566,E,E2
"925",E00022567,E,E2
"926",E00003288,H,H2
"927",E00003209,A,A2
"928",E00003208,A,A1
"929",E00003289,H,H2
"930",E00003280,A,A1
"931",E00021320,E,E2
"932",E00021179,D,D1
"933",E00007259,A,A1
"934",E00021323,B,B2
"935",E00024127,D,D1
"936",E00021322,B,B2
"937",E00023937,D,D2
"938",E00021325,E,E2
"939",E00023934,D,D1
"940",E00021324,E,E2
"941",E00021327,E,E2
"942",E00021326,B,B2
"943",E00022564,E,E2
"944",E00022565,E,E2
"945",E00021328,B,B2
"946",E00023935,D,D2
"947",E00021321,E,E2
"948",E00024124,D,D1
"949",E00008235,A,A2
"950",E00165793,A,A1
"951",E00006267,H,H1
"952",E00013288,C,C4
"953",E00013289,C,C4
"954",E00013208,F,F2
"955",E00019259,F,F2
"956",E00006266,A,A1
"957",E00015280,D,D2
"958",E00015201,F,F1
"959",E00008216,A,A1
"960",E00008350,G,G2
"961",E00007861,F,F1
"962",E00013209,H,H1
"963",E00006264,G,G2
"964",E00007997,A,A1
"965",E00010424,G,G2
"966",E00010425,G,G2
"967",E00017471,H,H2
"968",E00010427,G,G2
"969",E00017473,G,G1
"970",E00017470,A,A1
"971",E00017475,A,A1
"972",E00017472,A,A1
"973",E00017478,E,E1
"974",E00010422,G,G1
"975",E00011304,A,A2
"976",E00011384,A,A2
"977",E00011307,H,H2
"978",E00011385,A,A2
"979",E00011306,A,A2
"980",E00011386,A,A2
"981",E00010350,E,E2
"982",E00011387,A,A2
"983",E00011305,A,A2
"984",E00010358,E,E2
"985",E00000854,H,H2
"986",E00000857,F,F2
"987",E00000856,H,H2
"988",E00002042,A,A1
"989",E00000855,F,F2
"990",E00000852,H,H2
"991",E00167246,E,E1
"992",E00167245,E,E2
"993",E00175235,B,B3
"994",E00018343,C,C1
"995",E00175230,B,B3
"996",E00006343,C,C2
"997",E00006341,G,G1
"998",E00020876,A,A2
"999",E00020877,H,H2
"1000",E00003247,E,E1
"1001",E00003244,H,H1
"1002",E00020249,B,B3
"1003",E00008784,B,B1
"1004",E00023249,D,D1
"1005",E00020248,E,E1
"1006",E00015822,E,E1
"1007",E00020241,E,E2
"1008",E00018069,G,G1
"1009",E00023248,G,G2
"1010",E00013007,A,A2
"1011",E00013086,C,C2
"1012",E00018068,C,C3
"1013",E00019052,H,H2
"1014",E00017879,G,G2
"1015",E00015825,E,E1
"1016",E00003245,E,E1
"1017",E00003243,H,H1
"1018",E00019053,A,A1
"1019",E00014879,F,F1
"1020",E00023556,B,B3
"1021",E00021261,E,E2
"1022",E00021263,E,E2
"1023",E00021260,B,B2
"1024",E00021266,E,E2
"1025",E00021262,B,B2
"1026",E00023557,D,D2
"1027",E00023554,B,B3
"1028",E00174777,D,D1
"1029",E00174773,D,D2
"1030",E00174770,D,D1
"1031",E00174775,D,D1
"1032",E00008596,G,G1
"1033",E00009266,E,E2
"1034",E00017707,B,B1
"1035",E00017786,G,G2
"1036",E00018750,A,A1
"1037",E00012784,F,F1
"1038",E00017706,G,G1
"1039",E00017787,G,G2
"1040",E00012786,F,F1
"1041",E00012785,E,E2
"1042",E00018751,C,C3
"1043",E00012783,F,F1
"1044",E00004268,E,E2
"1045",E00005252,A,A1
"1046",E00005255,A,A1
"1047",E00000250,B,B1
"1048",E00005254,A,A1
"1049",E00000253,G,G1
"1050",E00005257,A,A2
"1051",E00020990,A,A2
"1052",E00000252,C,C3
"1053",E00020999,H,H2
"1054",E00020991,H,H2
"1055",E00020911,F,F2
"1056",E00020992,H,H2
"1057",E00020910,F,F2
"1058",E00020915,F,F2
"1059",E00020913,H,H1
"1060",E00000251,B,B1
"1061",E00004269,E,E2
"1062",E00020918,F,F2
"1063",E00007157,A,A1
"1064",E00005159,A,A1
"1065",E00003927,H,H2
"1066",E00168004,A,A1
"1067",E00003926,A,A1
"1068",E00168007,B,B3
"1069",E00007156,A,A1
