SP_ID,oa_code,supgrp_cd,grp_cd
"1070",E00168001,B,B1
"1071",E00168006,B,B3
"1072",E00007154,G,G2
"1073",E00007155,A,A1
"1074",E00176541,G,G1
"1075",E00016236,E,E1
"1076",E00007965,B,B1
"1077",E00016006,E,E1
"1078",E00016087,B,B1
"1079",E00018824,H,H1
"1080",E00013058,B,B1
"1081",E00015879,G,G2
"1082",E00018827,F,F2
"1083",E00019069,B,B3
"1084",E00018826,F,F2
"1085",E00018825,H,H1
"1086",E00012897,A,A1
"1087",E00016880,A,A1
"1088",E00016881,G,G2
"1089",E00016801,E,E1
"1090",E00016800,G,G2
"1091",E00011560,A,A2
"1092",E00011561,A,A2
"1093",E00011565,A,A2
"1094",E00011563,A,A1
"1095",E00011566,A,A1
"1096",E00011564,A,A2
"1097",E00017557,C,C1
"1098",E00011568,A,A2
"1099",E00009414,B,B1
"1100",E00009495,B,B1
"1101",E00009417,B,B1
"1102",E00009496,B,B3
"1103",E00009416,F,F1
"1104",E00009497,B,B3
"1105",E00017419,F,F1
"1106",E00009412,D,D2
"1107",E00009493,B,B3
"1108",E00000317,A,A1
"1109",E00000396,A,A1
"1110",E00004327,F,F1
"1111",E00004321,D,D2
"1112",E00015398,B,B3
"1113",E00008373,G,G2
"1114",E00006376,C,C4
"1115",E00020616,H,H1
"1116",E00015319,E,E2
"1117",E00020696,H,H1
"1118",E00020697,H,H1
"1119",E00000314,A,A2
"1120",E00000395,A,A1
"1121",E00020617,A,A1
"1122",E00020615,B,B1
"1123",E00003409,A,A2
"1124",E00003488,H,H1
"1125",E00003408,E,E1
"1126",E00003489,F,F2
"1127",E00020386,E,E1
"1128",E00020307,D,D2
"1129",E00023384,F,F1
"1130",E00023305,F,F2
"1131",E00010615,C,C1
"1132",E00010694,F,F1
"1133",E00010695,C,C1
"1134",E00010614,G,G1
"1135",E00010617,H,H1
"1136",E00010696,C,C2
"1137",E00006435,G,G2
"1138",E00010616,H,H1
"1139",E00005448,F,F2
"1140",E00010697,F,F2
"1141",E00006434,C,C1
"1142",E00000449,G,G2
"1143",E00006437,G,G2
"1144",E00000448,A,A2
"1145",E00005443,H,H1
"1146",E00005441,H,H1
"1147",E00010693,F,F2
"1148",E00010612,H,H1
"1149",E00006432,G,G2
"1150",E00005449,F,F2
"1151",E00019437,F,F1
"1152",E00019435,F,F1
"1153",E00019436,F,F1
"1154",E00019432,D,D2
"1155",E00019433,E,E2
"1156",E00002602,G,G2
"1157",E00002683,E,E1
"1158",E00008651,E,E2
"1159",E00002605,E,E1
"1160",E00002684,E,E2
"1161",E00002604,G,G1
"1162",E00002685,E,E1
"1163",E00002603,G,G1
"1164",E00002682,B,B3
"1165",E00008973,B,B1
"1166",E00002924,G,G2
"1167",E00008974,E,E1
"1168",E00002926,B,B1
"1169",E00013919,B,B3
"1170",E00013998,E,E1
"1171",E00013918,D,D2
"1172",E00013999,D,D1
"1173",E00002925,G,G2
"1174",E00002922,G,G2
"1175",E00009064,E,E2
"1176",E00008820,E,E1
"1177",E00008069,E,E1
"1178",E00005821,A,A1
"1179",E00004870,A,A1
"1180",E00005825,G,G1
"1181",E00004873,G,G1
"1182",E00007871,F,F1
"1183",E00006061,C,C1
"1184",E00007902,A,A2
"1185",E00008952,E,E1
"1186",E00020132,B,B1
"1187",E00022148,G,G1
"1188",E00014972,G,G2
"1189",E00017971,G,G1
"1190",E00018162,G,G2
"1191",E00017970,G,G1
"1192",E00012971,G,G2
"1193",E00014975,G,G2
"1194",E00014974,B,B1
"1195",E00018165,G,G2
"1196",E00014973,C,C1
"1197",E00018160,G,G1
"1198",E00016175,E,E1
"1199",E00016172,E,E1
"1200",E00016177,E,E2
"1201",E00016174,F,F1
"1202",E00016176,F,F1
"1203",E00016173,E,E1
"1204",E00016170,B,B3
"1205",E00011330,H,H2
"1206",E00010349,E,E2
"1207",E00176485,G,G2
"1208",E00011339,H,H1
"1209",E00009404,E,E2
"1210",E00009407,E,E2
"1211",E00009486,E,E1
"1212",E00009406,E,E2
"1213",E00009487,E,E1
"1214",E00017409,C,C4
"1215",E00008450,G,G2
"1216",E00009485,E,E2
"1217",E00009402,D,D1
"1218",E00001512,C,C1
"1219",E00001515,B,B1
"1220",E00001514,G,G2
"1221",E00001513,B,B3
"1222",E00007913,E,E1
"1223",E00008186,B,B1
"1224",E00007992,A,A1
"1225",E00000159,A,A1
"1226",E00008107,G,G2
"1227",E00008229,A,A1
"1228",E00003222,H,H1
"1229",E00007140,G,G2
"1230",E00167519,D,D2
"1231",E00003225,H,H1
"1232",E00007271,G,G2
"1233",E00003227,H,H1
"1234",E00167514,E,E1
"1235",E00007270,G,G2
"1236",E00003950,H,H2
"1237",E00007141,G,G2
"1238",E00011071,C,C2
"1239",E00019847,B,B3
"1240",E00011070,A,A1
"1241",E00176316,B,B1
"1242",E00020098,B,B1
"1243",E00020019,B,B3
"1244",E00168886,G,G1
"1245",E00020018,E,E2
"1246",E00006145,G,G2
"1247",E00011073,G,G2
"1248",E00006147,F,F2
"1249",E00006144,F,F2
"1250",E00006146,H,H1
"1251",E00168880,E,E1
"1252",E00001961,H,H2
"1253",E00168881,A,A1
"1254",E00019844,B,B3
"1255",E00019845,B,B3
"1256",E00006142,G,G2
"1257",E00006143,F,F2
"1258",E00021218,E,E1
"1259",E00019276,F,F2
"1260",E00021210,B,B2
"1261",E00021299,E,E2
"1262",E00021213,B,B2
"1263",E00021291,D,D2
"1264",E00021212,B,B2
"1265",E00021292,B,B2
"1266",E00019277,E,E2
"1267",E00019275,F,F2
"1268",E00176551,B,B1
"1269",E00002822,E,E1
"1270",E00002823,E,E1
"1271",E00008870,B,B3
"1272",E00002825,E,E2
"1273",E00002827,E,E1
"1274",E00002824,B,B3
"1275",E00002826,E,E1
"1276",E00008872,D,D1
"1277",E00002820,E,E1
"1278",E00002821,E,E1
"1279",E00002957,C,C2
"1280",E00008963,G,G2
"1281",E00002956,C,C2
"1282",E00008962,B,B3
"1283",E00008967,G,G2
"1284",E00008965,G,G2
"1285",E00013988,E,E2
"1286",E00008966,G,G1
"1287",E00176544,D,D1
"1288",E00002954,G,G1
"1289",E00002955,C,C2
"1290",E00023634,F,F1
"1291",E00023632,F,F1
"1292",E00174923,G,G1
"1293",E00174993,D,D1
"1294",E00174992,D,D1
"1295",E00175158,C,C3
"1296",E00175159,F,F2
"1297",E00175154,B,B1
"1298",E00175155,D,D2
"1299",E00175156,B,B2
"1300",E00175157,D,D1
"1301",E00021340,B,B3
"1302",E00021346,B,B2
"1303",E00018342,C,C1
"1304",E00018340,C,C1
"1305",E00009229,D,D1
"1306",E00010061,E,E1
"1307",E00011875,H,H2
"1308",E00009223,E,E1
"1309",E00170304,D,D1
"1310",E00009221,G,G2
"1311",E00011874,A,A2
"1312",E00170307,D,D1
"1313",E00176583,D,D2
"1314",E00009227,B,B3
"1315",E00170306,G,G2
"1316",E00010062,E,E1
"1317",E00010065,F,F1
"1318",E00007884,F,F1
"1319",E00011873,H,H2
"1320",E00170305,B,B3
"1321",E00017156,B,B1
"1322",E00017157,G,G2
"1323",E00011639,H,H2
"1324",E00011638,H,H2
"1325",E00011631,H,H2
"1326",E00016164,A,A1
"1327",E00016165,F,F2
"1328",E00016166,F,F1
"1329",E00016167,F,F1
"1330",E00017154,B,B1
"1331",E00174991,E,E1
"1332",E00174990,D,D1
"1333",E00022699,D,D2
"1334",E00010675,G,G2
"1335",E00010674,G,G2
"1336",E00022618,E,E1
"1337",E00010676,G,G1
"1338",E00010677,G,G1
"1339",E00022690,E,E2
"1340",E00170959,E,E2
"1341",E00022619,E,E2
"1342",E00022698,F,F1
"1343",E00022923,E,E2
"1344",E00022920,D,D2
"1345",E00022922,D,D2
"1346",E00021979,G,G1
"1347",E00171065,F,F2
"1348",E00021978,G,G1
"1349",E00022924,D,D2
"1350",E00022925,D,D2
"1351",E00022187,G,G1
"1352",E00022106,E,E1
"1353",E00008608,B,B1
"1354",E00010170,E,E2
"1355",E00010175,B,B3
"1356",E00010179,B,B1
"1357",E00003567,H,H2
"1358",E00004478,D,D1
"1359",E00006493,E,E1
"1360",E00000424,A,A1
"1361",E00000425,A,A1
"1362",E00018412,A,A1
"1363",E00004473,E,E2
"1364",E00015425,E,E2
"1365",E00018417,H,H2
"1366",E00006412,G,G1
"1367",E00008416,G,G2
"1368",E00012955,G,G2
"1369",E00012953,A,A1
"1370",E00024138,D,D1
"1371",E00175039,G,G1
"1372",E00023989,B,B3
"1373",E00023908,B,B3
"1374",E00003892,A,A1
"1375",E00008371,A,A1
"1376",E00003813,A,A2
"1377",E00018969,E,E1
"1378",E00004083,H,H1
"1379",E00019137,H,H1
"1380",E00004002,F,F2
"1381",E00007081,G,G2
"1382",E00007000,A,A2
"1383",E00004084,F,F2
"1384",E00004005,E,E2
"1385",E00004082,H,H2
"1386",E00004003,A,A2
"1387",E00000819,A,A2
"1388",E00000898,F,F1
"1389",E00000899,F,F2
"1390",E00003502,A,A2
"1391",E00000818,G,G1
"1392",E00003582,A,A2
"1393",E00003505,A,A2
"1394",E00003583,A,A2
"1395",E00003507,F,F2
"1396",E00003584,A,A2
"1397",E00003506,A,A2
"1398",E00001772,F,F2
"1399",E00006421,G,G1
"1400",E00003586,A,A2
"1401",E00006777,C,C3
"1402",E00004416,F,F1
"1403",E00006776,C,C2
"1404",E00005479,A,A1
"1405",E00001774,H,H2
"1406",E00006420,F,F2
"1407",E00001777,H,H2
"1408",E00005478,G,G2
"1409",E00001776,F,F2
"1410",E00006422,F,F2
"1411",E00015790,E,E1
"1412",E00000478,C,C3
"1413",E00015711,E,E1
"1414",E00006425,G,G2
"1415",E00003503,A,A1
"1416",E00003581,A,A2
"1417",E00001773,F,F2
"1418",E00004497,B,B1
"1419",E00006774,C,C3
"1420",E00004417,F,F1
"1421",E00022590,F,F1
"1422",E00022511,F,F1
"1423",E00022591,F,F1
"1424",E00022510,F,F1
"1425",E00022592,A,A1
"1426",E00022513,F,F1
"1427",E00022593,F,F1
"1428",E00023480,D,D1
"1429",E00022512,D,D2
"1430",E00023489,D,D1
"1431",E00023482,D,D2
"1432",E00023481,E,E2
"1433",E00023484,D,D2
"1434",E00023483,B,B3
"1435",E00023487,D,D1
"1436",E00023486,D,D1
"1437",E00010576,C,C2
"1438",E00010577,H,H1
"1439",E00019456,F,F2
"1440",E00019457,F,F1
"1441",E00002533,G,G2
"1442",E00009030,E,E1
"1443",E00002532,G,G2
"1444",E00002535,B,B1
"1445",E00012031,G,G2
"1446",E00008540,B,B1
"1447",E00014035,E,E2
"1448",E00002534,G,G2
"1449",E00013884,B,B3
"1450",E00008543,B,B3
"1451",E00013805,D,D1
"1452",E00002537,G,G2
"1453",E00012030,A,A1
"1454",E00002536,G,G2
"1455",E00014034,E,E1
"1456",E00002531,G,G2
"1457",E00002530,C,C2
"1458",E00008656,E,E2
"1459",E00009256,E,E2
"1460",E00009258,D,D2
"1461",E00013770,E,E2
"1462",E00013771,E,E1
"1463",E00013778,E,E2
"1464",E00012712,A,A1
"1465",E00011794,H,H2
"1466",E00011712,A,A2
"1467",E00011797,H,H1
"1468",E00011715,A,A1
"1469",E00010491,G,G2
"1470",E00011716,A,A2
"1471",E00010492,G,G1
"1472",E00010413,G,G2
"1473",E00011793,H,H2
"1474",E00011710,H,H2
"1475",E00009000,E,E2
"1476",E00175110,B,B1
"1477",E00014663,D,D2
"1478",E00014662,F,F1
"1479",E00011052,G,G2
"1480",E00011053,C,C1
"1481",E00023712,D,D1
"1482",E00023792,E,E2
"1483",E00023794,B,B3
"1484",E00023793,B,B3
"1485",E00023796,D,D2
"1486",E00023715,B,B3
"1487",E00023797,E,E2
"1488",E00023717,D,D1
"1489",E00023713,D,D2
"1490",E00023791,B,B1
"1491",E00012436,C,C1
"1492",E00012437,C,C4
"1493",E00174749,D,D1
"1494",E00174745,B,B3
"1495",E00012434,G,G1
"1496",E00012435,C,C4
"1497",E00008375,A,A1
"1498",E00012011,G,G2
"1499",E00012323,F,F2
"1500",E00014014,E,E2
"1501",E00012322,F,F2
"1502",E00012010,C,C2
"1503",E00176219,D,D1
"1504",E00012013,A,A2
"1505",E00176298,B,B3
"1506",E00012092,H,H1
"1507",E00013393,B,B2
"1508",E00014012,E,E2
"1509",E00012328,A,A2
"1510",E00014013,E,E1
"1511",E00003082,G,G1
"1512",E00003002,C,C4
"1513",E00003083,G,G1
"1514",E00003084,G,G1
"1515",E00003005,C,C1
"1516",E00003003,C,C4
"1517",E00015039,D,D2
"1518",E00018801,C,C3
"1519",E00018880,C,C1
"1520",E00018803,C,C1
"1521",E00015038,F,F2
"1522",E00018883,C,C3
"1523",E00018802,C,C1
"1524",E00004867,A,A1
"1525",E00004864,A,A1
"1526",E00002980,C,C2
"1527",E00002901,G,G2
"1528",E00176222,D,D2
"1529",E00176223,D,D1
"1530",E00176220,D,D1
"1531",E00011936,H,H2
"1532",E00010483,G,G2
"1533",E00017459,A,A1
"1534",E00010124,B,B1
"1535",E00017458,C,C1
"1536",E00010127,E,E2
"1537",E00010402,G,G1
"1538",E00012383,A,A2
"1539",E00017171,C,C1
"1540",E00010407,E,E1
"1541",E00012303,H,H2
"1542",E00017170,C,C1
"1543",E00010486,G,G1
"1544",E00012384,G,G2
"1545",E00017173,C,C1
"1546",E00010406,G,G1
"1547",E00012302,H,H2
"1548",E00017172,G,G1
"1549",E00010487,G,G1
"1550",E00012385,G,G2
"1551",E00017175,G,G1
"1552",E00012305,F,F2
"1553",E00012386,C,C2
"1554",E00012304,H,H2
"1555",E00010482,G,G1
"1556",E00017178,C,C2
"1557",E00010403,B,B3
"1558",E00010125,F,F1
"1559",E00012382,H,H1
"1560",E00005671,E,E1
"1561",E00001626,H,H2
"1562",E00014698,H,H1
"1563",E00019618,F,F1
"1564",E00014699,H,H1
"1565",E00005673,A,A1
"1566",E00017698,G,G2
"1567",E00005672,G,G2
"1568",E00001627,A,A1
"1569",E00001624,H,H2
"1570",E00001555,G,G2
"1571",E00001557,C,C4
"1572",E00001554,C,C4
"1573",E00014588,D,D2
"1574",E00001556,C,C4
"1575",E00014589,D,D2
"1576",E00014509,D,D2
"1577",E00000568,G,G1
"1578",E00002165,H,H2
"1579",E00018928,C,C3
"1580",E00014910,H,H1
"1581",E00014991,H,H1
"1582",E00018100,C,C3
"1583",E00018181,G,G1
"1584",E00002164,H,H2
"1585",E00014992,H,H1
"1586",E00174870,C,C4
"1587",E00018101,G,G1
"1588",E00018180,G,G1
"1589",E00014856,H,H1
"1590",E00016043,B,B3
"1591",E00012855,F,F1
"1592",E00017857,B,B1
"1593",E00016042,E,E1
"1594",E00018046,G,G2
"1595",E00017856,C,C3
"1596",E00020633,F,F1
"1597",E00018861,C,C3
"1598",E00020632,A,A2
"1599",E00020635,A,A2
"1600",E00020634,H,H2
"1601",E00020637,A,A2
"1602",E00020636,A,A2
"1603",E00018047,G,G1
"1604",E00012852,F,F2
"1605",E00020638,H,H2
"1606",E00001578,C,C1
"1607",E00001570,C,C1
"1608",E00001571,E,E1
"1609",E00001575,F,F2
"1610",E00022831,B,B3
"1611",E00022321,G,G1
"1612",E00001573,F,F2
"1613",E00022097,G,G1
"1614",E00022320,G,G1
"1615",E00022833,B,B1
"1616",E00022323,G,G1
"1617",E00022830,B,B3
"1618",E00022322,F,F2
"1619",E00021848,G,G2
"1620",E00022325,G,G1
"1621",E00022832,D,D1
"1622",E00022324,G,G1
"1623",E00020079,B,B1
"1624",E00022327,G,G1
"1625",E00022835,E,E1
"1626",E00022326,G,G1
"1627",E00001579,F,F2
"1628",E00022016,E,E1
"1629",E00023316,F,F1
"1630",E00022096,G,G1
"1631",E00023397,G,G1
"1632",E00010905,G,G1
"1633",E00010902,C,C4
"1634",E00010904,G,G1
"1635",E00010984,H,H1
"1636",E00010907,C,C4
"1637",E00010985,H,H1
"1638",E00019950,B,B1
"1639",E00010986,F,F2
"1640",E00010983,F,F2
"1641",E00006968,F,F2
"1642",E00008271,F,F2
"1643",E00008810,E,E1
"1644",E00008891,B,B3
"1645",E00008812,E,E1
"1646",E00008893,B,B3
"1647",E00010112,E,E2
"1648",E00017129,F,F1
"1649",E00176539,D,D1
"1650",E00009249,E,E2
"1651",E00176534,G,G2
"1652",E00176538,B,B1
"1653",E00021177,B,B2
"1654",E00021172,E,E2
"1655",E00003967,H,H1
"1656",E00017691,G,G2
"1657",E00003964,H,H1
"1658",E00017611,G,G1
"1659",E00014694,F,F2
"1660",E00017610,G,G2
"1661",E00017692,G,G2
"1662",E00008842,B,B2
"1663",E00017613,G,G1
"1664",E00014695,H,H1
"1665",E00019616,F,F1
"1666",E00003961,H,H1
"1667",E00017690,B,B1
"1668",E00014692,H,H1
"1669",E00006272,G,G2
"1670",E00006273,G,G2
"1671",E00006274,G,G2
"1672",E00006275,G,G2
"1673",E00013298,C,C4
"1674",E00013219,G,G1
"1675",E00013218,C,C2
"1676",E00006277,C,C2
"1677",E00015298,E,E2
"1678",E00015219,D,D2
"1679",E00014665,F,F1
"1680",E00014664,F,F1
"1681",E00014667,B,B3
"1682",E00014666,F,F1
"1683",E00014661,D,D2
"1684",E00014660,F,F1
"1685",E00171528,E,E2
"1686",E00171529,E,E2
"1687",E00171524,E,E2
"1688",E00171525,D,D1
"1689",E00171526,D,D1
"1690",E00171527,E,E2
"1691",E00021294,B,B2
"1692",E00021215,D,D1
"1693",E00007972,A,A2
"1694",E00007975,H,H2
"1695",E00001161,G,G1
"1696",E00021298,E,E2
"1697",E00021219,A,A1
"1698",E00003519,A,A2
"1699",E00003598,A,A2
"1700",E00003594,A,A2
"1701",E00019319,B,B3
"1702",E00006837,E,E1
"1703",E00005022,G,G2
"1704",E00005371,A,A1
"1705",E00022177,G,G1
"1706",E00022174,B,B1
"1707",E00022176,G,G1
"1708",E00007609,C,C4
"1709",E00007608,H,H1
"1710",E00019416,E,E2
"1711",E00007688,H,H2
"1712",E00022175,G,G1
"1713",E00022172,G,G1
"1714",E00019497,F,F1
"1715",E00174711,B,B1
"1716",E00012470,C,C2
"1717",E00174791,D,D1
"1718",E00174710,G,G1
"1719",E00012473,C,C2
"1720",E00012471,C,C2
"1721",E00002402,C,C4
"1722",E00002483,G,G2
"1723",E00002405,E,E1
"1724",E00002484,G,G1
"1725",E00002404,C,C1
"1726",E00002485,G,G2
"1727",E00002407,E,E1
"1728",E00002486,G,G1
"1729",E00002403,C,C4
"1730",E00002482,G,G2
"1731",E00021102,A,A2
"1732",E00004790,D,D2
"1733",E00004713,B,B3
"1734",E00004792,D,D2
"1735",E00004712,F,F2
"1736",E00004793,D,D2
"1737",E00004715,B,B3
"1738",E00004794,E,E1
"1739",E00021098,A,A1
"1740",E00021099,A,A2
"1741",E00021019,A,A2
"1742",E00021011,A,A2
"1743",E00021018,A,A1
"1744",E00004799,D,D2
"1745",E00004718,B,B2
"1746",E00022459,G,G2
"1747",E00007766,F,F2
"1748",E00023403,F,F1
"1749",E00010759,A,A2
"1750",E00020485,E,E1
"1751",E00010758,C,C1
"1752",E00020404,B,B1
"1753",E00019769,B,B2
"1754",E00022458,G,G1
"1755",E00019768,E,E2
"1756",E00023402,F,F1
"1757",E00010751,C,C4
"1758",E00020486,G,G1
"1759",E00010750,H,H1
"1760",E00020407,E,E2
"1761",E00010753,C,C1
"1762",E00020405,B,B1
"1763",E00167682,E,E1
"1764",E00020484,E,E2
"1765",E00007767,H,H1
"1766",E00020292,D,D1
"1767",E00020210,E,E1
"1768",E00023290,E,E1
"1769",E00020213,E,E1
"1770",E00023210,E,E2
"1771",E00023211,F,F1
"1772",E00020212,E,E1
"1773",E00024050,D,D1
"1774",E00167102,B,B2
"1775",E00020293,E,E2
"1776",E00023821,D,D2
"1777",E00167182,B,B2
"1778",E00024053,D,D2
"1779",E00019648,F,F1
"1780",E00023820,D,D2
"1781",E00019649,E,E1
"1782",E00024052,D,D2
"1783",E00019643,G,G2
"1784",E00023823,D,D2
"1785",E00019641,A,A2
"1786",E00024055,D,D2
"1787",E00019645,A,A2
"1788",E00023822,D,D2
"1789",E00019642,H,H2
"1790",E00020291,E,E1
"1791",E00020211,A,A1
"1792",E00167101,D,D2
"1793",E00167187,E,E2
"1794",E00008093,A,A2
"1795",E00008012,A,A2
"1796",E00009155,E,E1
"1797",E00009153,E,E1
"1798",E00009970,E,E2
"1799",E00000662,A,A1
"1800",E00000660,G,G2
"1801",E00000664,G,G2
"1802",E00000667,G,G2
"1803",E00000666,G,G1
"1804",E00000661,C,C4
"1805",E00001502,C,C2
"1806",E00000558,A,A1
"1807",E00001583,G,G1
"1808",E00001584,E,E1
"1809",E00001505,F,F2
"1810",E00001503,C,C1
"1811",E00001582,E,E1
"1812",E00008045,A,A2
"1813",E00008043,H,H2
"1814",E00007856,F,F1
"1815",E00007857,F,F1
"1816",E00006293,C,C4
"1817",E00005229,H,H1
"1818",E00005228,D,D1
"1819",E00006212,C,C4
"1820",E00006215,C,C4
"1821",E00006294,G,G2
"1822",E00006214,G,G2
"1823",E00000229,G,G2
"1824",E00006213,G,G1
"1825",E00006292,G,G2
"1826",E00005935,A,A1
"1827",E00004120,D,D2
"1828",E00004122,F,F1
"1829",E00005934,G,G1
"1830",E00004125,D,D2
"1831",E00005937,A,A1
"1832",E00002121,A,A1
"1833",E00006179,F,F2
"1834",E00004948,H,H2
"1835",E00005932,A,A1
"1836",E00009749,E,E2
"1837",E00013014,C,C1
"1838",E00014561,D,D1
"1839",E00004527,D,D1
"1840",E00014568,D,D2
"1841",E00006573,C,C2
"1842",E00000999,F,F2
"1843",E00000918,D,D2
"1844",E00002109,A,A2
"1845",E00005911,E,E1
"1846",E00020917,E,E1
"1847",E00000919,F,F1
"1848",E00020919,F,F2
"1849",E00020998,A,A2
"1850",E00005029,G,G2
"1851",E00001838,H,H2
"1852",E00006833,F,F1
"1853",E00006831,F,F1
"1854",E00005843,A,A1
"1855",E00005848,A,A1
"1856",E00016011,E,E1
"1857",E00016090,E,E2
"1858",E00008014,H,H2
"1859",E00008095,A,A2
"1860",E00020659,A,A2
"1861",E00020658,H,H2
"1862",E00020651,H,H2
"1863",E00007311,F,F2
"1864",E00007390,G,G2
"1865",E00015934,E,E1
"1866",E00004665,B,B2
"1867",E00003371,F,F1
"1868",E00015937,F,F1
"1869",E00004663,B,B2
"1870",E00002846,E,E1
"1871",E00012191,C,C1
"1872",E00014029,E,E1
"1873",E00012110,C,C2
"1874",E00014028,E,E2
"1875",E00012192,C,C2
"1876",E00023857,E,E1
"1877",E00013839,E,E2
"1878",E00012113,F,F2
"1879",E00013838,E,E2
"1880",E00012193,C,C2
"1881",E00012029,A,A1
"1882",E00012112,G,G2
"1883",E00012028,C,C1
"1884",E00012115,H,H1
"1885",E00014021,B,B3
"1886",E00012194,G,G1
"1887",E00002844,F,F1
"1888",E00012190,G,G1
"1889",E00002847,E,E2
"1890",E00012111,C,C4
"1891",E00174819,D,D1
"1892",E00013920,E,E2
"1893",E00012151,H,H2
"1894",E00013923,E,E2
"1895",E00013922,B,B3
"1896",E00012150,H,H2
"1897",E00013921,E,E2
"1898",E00009215,B,B1
"1899",E00009214,B,B1
"1900",E00175198,D,D1
"1901",E00015654,B,B1
"1902",E00006765,C,C2
"1903",E00175115,G,G1
"1904",E00175117,G,G2
"1905",E00018765,C,C3
"1906",E00021689,D,D1
"1907",E00018762,C,C3
"1908",E00021608,D,D2
"1909",E00023787,E,E2
"1910",E00174668,E,E1
"1911",E00015650,E,E2
"1912",E00015652,D,D1
"1913",E00005328,F,F2
"1914",E00006312,G,G1
"1915",E00006315,C,C1
"1916",E00006394,F,F2
"1917",E00006314,G,G1
"1918",E00000329,B,B1
"1919",E00006317,C,C1
"1920",E00006395,C,C4
"1921",E00020709,F,F2
"1922",E00020788,H,H2
"1923",E00020708,H,H2
"1924",E00020789,H,H2
"1925",E00006393,F,F2
"1926",E00005329,A,A2
"1927",E00000761,D,D1
"1928",E00005761,A,A1
"1929",E00000763,G,G2
"1930",E00000760,G,G1
"1931",E00000765,G,G1
"1932",E00000762,C,C4
"1933",E00023062,B,B1
"1934",E00010818,H,H1
"1935",E00000767,G,G1
"1936",E00020064,E,E1
"1937",E00019829,B,B2
"1938",E00000764,C,C2
"1939",E00020066,B,B1
"1940",E00019828,B,B3
"1941",E00023065,E,E1
"1942",E00010811,C,C4
"1943",E00023067,D,D1
"1944",E00010890,C,C4
"1945",E00023064,B,B3
"1946",E00010810,H,H1
"1947",E00006929,G,G1
"1948",E00010891,C,C4
"1949",E00023066,E,E2
"1950",E00010892,C,C1
"1951",E00001756,H,H2
"1952",E00000768,G,G1
"1953",E00023063,D,D2
"1954",E00010819,C,C4
"1955",E00020065,B,B1
"1956",E00010899,C,C1
"1957",E00007663,H,H2
"1958",E00007660,H,H2
"1959",E00007665,E,E1
"1960",E00007662,H,H2
"1961",E00007667,A,A1
"1962",E00007664,F,F2
"1963",E00010659,D,D1
"1964",E00021594,B,B2
"1965",E00021698,E,E2
"1966",E00007666,A,A2
"1967",E00021593,B,B2
"1968",E00021619,B,B2
"1969",E00023528,D,D1
"1970",E00021699,B,B2
"1971",E00021595,B,B2
"1972",E00021618,B,B2
"1973",E00021611,E,E2
"1974",E00021597,B,B2
"1975",E00021690,D,D1
"1976",E00021516,E,E1
"1977",E00021691,B,B2
"1978",E00023523,D,D1
"1979",E00021610,D,D1
"1980",E00023521,D,D1
"1981",E00007661,F,F1
"1982",E00003656,H,H2
"1983",E00021592,E,E1
"1984",E00019674,H,H1
"1985",E00021590,B,B2
"1986",E00019676,H,H2
"1987",E00009770,D,D2
"1988",E00014506,D,D2
"1989",E00014586,D,D2
"1990",E00014587,B,B3
"1991",E00014507,F,F1
"1992",E00014585,D,D2
"1993",E00175071,B,B2
"1994",E00175076,G,G1
"1995",E00175073,D,D1
"1996",E00175070,G,G1
"1997",E00175072,G,G1
"1998",E00175077,G,G1
"1999",E00175074,D,D1
"2000",E00012756,E,E1
"2001",E00012757,G,G1
"2002",E00018767,C,C3
"2003",E00018764,C,C3
"2004",E00174669,B,B2
"2005",E00018766,G,G1
"2006",E00174664,D,D1
"2007",E00174665,B,B2
"2008",E00018763,C,C3
"2009",E00012754,A,A1
"2010",E00009270,D,D2
"2011",E00011804,H,H2
"2012",E00002357,C,C4
"2013",E00002354,C,C4
"2014",E00013388,E,E2
"2015",E00002356,C,C4
"2016",E00002351,C,C4
"2017",E00010284,E,E1
"2018",E00010202,G,G1
"2019",E00010285,D,D1
"2020",E00010205,G,G2
"2021",E00010286,E,E1
"2022",E00010204,G,G2
"2023",E00010287,G,G1
"2024",E00010207,G,G2
"2025",E00010283,E,E1
"2026",E00017258,G,G1
"2027",E00001279,B,B1
"2028",E00014579,F,F1
"2029",E00001278,C,C1
"2030",E00014578,F,F1
"2031",E00019350,F,F2
"2032",E00019351,F,F1
"2033",E00019352,F,F1
"2034",E00019353,F,F2
"2035",E00167264,B,B2
"2036",E00019355,F,F1
"2037",E00007013,A,A2
"2038",E00007092,G,G2
"2039",E00013849,B,B1
"2040",E00012079,C,C1
"2041",E00013848,B,B1
"2042",E00012078,H,H2
"2043",E00013841,E,E2
"2044",E00009077,B,B3
"2045",E00009074,B,B1
"2046",E00008318,C,C1
"2047",E00008399,F,F2
"2048",E00008310,G,G2
"2049",E00008391,A,A2
"2050",E00014905,H,H1
"2051",E00168869,G,G1
"2052",E00017903,G,G1
"2053",E00014984,H,H1
"2054",E00012980,G,G1
"2055",E00003127,A,A2
"2056",E00003940,A,A1
"2057",E00000108,G,G2
"2058",E00023272,G,G1
"2059",E00020274,B,B3
"2060",E00023275,G,G1
"2061",E00020277,E,E2
"2062",E00023277,F,F1
"2063",E00023274,E,E1
"2064",E00006809,C,C2
"2065",E00015856,G,G1
"2066",E00003329,F,F1
"2067",E00019047,G,G2
